OBJECTID,DATETIME_,ORIG_FID,LINEARID,FULLNAME,RTTYP,MTFCC,Lat,Lon,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence,roadClosure,x,y
140,38:57.5,324,1102640000000.000000000000000,Eastshore Fwy,M,S1100,37.995040889999999,-122.290923699999993,109,109,58,58,0.959999979000000,FALSE,562261.002700000070035,4205510.991399999707937
141,38:57.9,354,1104470000000.000000000000000,State Rte 84,S,S1200,37.312620150000001,-122.313985500000001,83,83,85,85,0.500000000000000,FALSE,560794.478199999779463,4129781.428999999538064
142,38:58.3,354,1104470000000.000000000000000,State Rte 84,S,S1200,37.346275700000000,-122.267527999999999,72,72,96,96,0.500000000000000,FALSE,564875.983199999667704,4133543.291099999099970
143,38:58.7,354,1104470000000.000000000000000,State Rte 84,S,S1200,37.398273650000000,-122.256008699999995,47,47,105,105,0.500000000000000,FALSE,565852.252199999988079,4139320.516799999400973
144,38:59.1,360,1104470000000.000000000000000,Bayfront Expy,M,S1200,37.485868549999999,-122.143393000000003,57,57,47,47,0.970000029000000,FALSE,575736.651899999938905,4149122.283099999651313
145,38:59.5,366,1104470000000.000000000000000,State Rte 82,S,S1200,37.659870280000000,-122.441645699999995,29,54,76,41,0.610000014000000,FALSE,549251.538399999961257,4168229.837899999693036
146,38:59.9,369,1104480000000.000000000000000,Pacheco Pass Hwy,M,S1200,37.033058750000002,-121.321631800000006,112,112,60,60,0.949999988000000,FALSE,649277.976999999955297,4099859.773800000548363
147,39:00.3,369,1104480000000.000000000000000,Pacheco Pass Hwy,M,S1200,37.060120499999996,-121.236129599999998,112,112,62,62,0.939999998000000,FALSE,656828.339200000278652,4102997.319900000467896
148,39:00.7,375,1104490000000.000000000000000,Bayshore Fwy,M,S1200,37.403479460000000,-122.048967200000007,108,108,29,29,0.949999988000000,FALSE,584176.679499999620020,4140060.795600000768900
149,39:01.1,375,1104490000000.000000000000000,Bayshore Fwy,M,S1200,37.379871479999998,-121.956868799999995,109,109,41,41,0.930000007000000,FALSE,592357.357200000435114,4137526.379799999296665
150,39:01.5,376,1104490000000.000000000000000,Junipero Serra Fwy,M,S1100,37.359317279999999,-122.119120199999998,113,113,27,27,0.790000021000000,FALSE,578010.122299999929965,4135097.911299999803305
151,39:01.9,376,1104490000000.000000000000000,Junipero Serra Fwy,M,S1100,37.334240000000001,-122.032704499999994,116,116,22,22,0.829999983000000,FALSE,585686.909400000236928,4132396.464099999517202
152,39:02.3,376,1104490000000.000000000000000,Junipero Serra Fwy,M,S1100,37.317149489999998,-121.941565199999999,110,110,25,25,0.920000017000000,FALSE,593780.992700000293553,4130573.452400000765920
153,39:02.6,379,1104490000000.000000000000000,State Rte 82,S,S1200,37.391891070000000,-122.095368399999998,22,22,12,12,0.949999988000000,FALSE,580072.674599999561906,4138733.714299999177456
154,39:03.0,379,1104490000000.000000000000000,State Rte 82,S,S1200,37.352137310000003,-122.010499199999998,43,43,55,55,0.800000012000000,FALSE,587634.346300000324845,4134394.123800000175834
155,39:03.4,382,1104480000000.000000000000000,I- 680,I,S1100,37.413140329999997,-121.879836900000001,118,118,34,34,0.930000007000000,FALSE,599127.788599999621511,4141288.253900000825524
156,39:03.8,393,1105090000000.000000000000000,State Rte 113,S,S1200,38.278720730000003,-121.805306400000006,93,93,66,66,0.500000000000000,FALSE,604494.086900000460446,4237412.096799999475479
157,39:04.2,393,1105090000000.000000000000000,State Rte 113,S,S1200,38.355651209999998,-121.823091199999993,90,90,32,32,0.500000000000000,FALSE,602826.335400000214577,4245939.228000000119209
158,39:04.6,393,1105090000000.000000000000000,State Rte 113,S,S1200,38.450781599999999,-121.822450399999994,50,50,70,70,0.949999988000000,FALSE,602755.417200000025332,4256505.572200000286102
159,39:05.0,395,110697000000.000000000000000,Rio Vista Rd,M,S1200,38.228479139999997,-121.960600200000002,102,102,43,43,0.879999995000000,FALSE,590980.515999999828637,4231681.079299999400973
160,39:05.4,399,110697000000.000000000000000,I- 505,I,S1100,38.467950459999997,-121.943434699999997,122,122,49,49,0.879999995000000,FALSE,592172.173700000159442,4258280.657899999991059
161,39:05.8,400,110697000000.000000000000000,I- 80,I,S1100,38.066329879999998,-122.226668700000005,106,106,35,35,0.949999988000000,FALSE,567833.206199999898672,4213452.234600000083447
162,39:06.4,406,1102640000000.000000000000000,Sears Point Rd,M,S1200,38.150492139999997,-122.384118400000006,95,95,74,74,0.930000007000000,FALSE,553963.256599999964237,4222694.650000000372529
163,39:06.8,409,1104480000000.000000000000000,State Rte 128,S,S1200,38.767419390000001,-122.994326999999998,115,115,57,57,0.500000000000000,FALSE,500491.956600000150502,4290978.787799999117851
164,39:07.2,415,1104480000000.000000000000000,Sonoma Hwy,M,S1200,38.374920779999997,-122.513488100000004,88,88,77,77,0.939999998000000,FALSE,542494.984799999743700,4247522.391300000250340
165,39:07.6,415,1104480000000.000000000000000,Sonoma Hwy,M,S1200,38.436353420000003,-122.580338900000001,87,87,36,36,0.500000000000000,FALSE,536626.133500000461936,4254306.855000000447035
166,39:08.0,432,1102850000000.000000000000000,I- 680,I,S1100,37.536756380000000,-121.930529500000006,101,101,37,37,0.949999988000000,FALSE,594488.865699999965727,4154948.857000000774860
167,39:08.4,432,1102850000000.000000000000000,I- 680,I,S1100,37.600007320000003,-121.872786599999998,113,113,53,53,0.910000026000000,FALSE,599500.390800000168383,4162044.304099999368191
168,39:08.8,432,1102850000000.000000000000000,I- 680,I,S1100,37.681016450000001,-121.914730300000002,113,113,46,46,0.939999998000000,FALSE,595705.669700000435114,4170987.097100000828505
169,39:09.2,434,1104470000000.000000000000000,Macarthur Fwy,M,S1100,37.766933170000001,-122.152612399999995,110,110,64,64,0.949999988000000,FALSE,574634.915699999779463,4180291.940999999642372
170,39:09.6,434,1104470000000.000000000000000,Macarthur Fwy,M,S1100,37.806092390000003,-122.236388300000002,113,113,42,42,0.949999988000000,FALSE,567218.472000000067055,4184575.933700000867248
171,39:10.0,455,1104690000000.000000000000000,US Hwy 101,U,S1200,37.902700920000001,-122.515586299999995,47,47,13,13,0.500000000000000,FALSE,542592.642400000244379,4195131.754000000655651
172,39:10.4,455,1104690000000.000000000000000,US Hwy 101,U,S1200,37.985741740000002,-122.524354099999996,103,103,71,71,0.860000014000000,FALSE,541772.941599999554455,4204337.657199999317527
173,39:10.8,455,1104690000000.000000000000000,US Hwy 101,U,S1200,38.069703320000002,-122.538733899999997,111,111,59,59,0.949999988000000,FALSE,540461.808199999853969,4213649.650499999523163
174,39:11.2,455,1104690000000.000000000000000,US Hwy 101,U,S1200,38.154502340000001,-122.567803499999997,109,109,59,59,0.949999988000000,FALSE,537864.305499999783933,4223043.893999999389052
175,39:11.6,467,1104990000000.000000000000000,State Hwy 29,S,S1200,38.343591619999998,-122.326347400000003,75,75,89,89,0.949999988000000,FALSE,558871.625599999912083,4244164.422599999234080
176,39:12.0,467,1104990000000.000000000000000,State Hwy 29,S,S1200,38.386730729999996,-122.350070700000003,101,101,46,46,0.899999976000000,FALSE,556757.866499999538064,4248924.129599999636412
177,39:12.4,467,1104990000000.000000000000000,State Hwy 29,S,S1200,38.304838130000000,-122.304249900000002,101,101,13,13,0.939999998000000,FALSE,560834.865600000135601,4239871.448000000789762
178,39:12.8,474,1105040000000.000000000000000,State Hwy 1,S,S1200,37.719021099999999,-122.474485799999997,39,39,49,49,0.959999979000000,FALSE,546313.031100000254810,4174781.609999999403954
179,39:13.2,474,1105040000000.000000000000000,State Hwy 1,S,S1200,37.800457549999997,-122.469397700000002,79,79,39,39,0.959999979000000,FALSE,546708.312900000251830,4183810.902599999681115
180,39:13.6,503,1104480000000.000000000000000,Junipero Serra Fwy,M,S1100,37.502773500000004,-122.331341600000002,117,117,56,56,0.899999976000000,FALSE,559103.611800000071526,4150849.806299999356270
181,39:14.0,503,1104480000000.000000000000000,Junipero Serra Fwy,M,S1100,37.569885780000000,-122.395936500000005,116,116,52,52,0.939999998000000,FALSE,553353.411500000394881,4158266.710300000384450
182,39:14.5,503,1104480000000.000000000000000,Junipero Serra Fwy,M,S1100,37.642935620000003,-122.445276500000006,107,107,46,46,0.949999988000000,FALSE,548945.090900000184774,4166338.660099999979138
183,39:14.9,504,1104480000000.000000000000000,US Hwy 101,U,S1200,37.622336689999997,-122.400241899999997,105,105,42,42,0.939999998000000,FALSE,552928.184200000017881,4164081.035700000822544
184,39:15.4,504,1104480000000.000000000000000,US Hwy 101,U,S1200,37.578136440000002,-122.321771499999997,107,107,56,56,0.949999988000000,FALSE,559884.831699999980628,4159225.491800000891089
185,39:15.8,504,1104480000000.000000000000000,US Hwy 101,U,S1200,37.511885399999997,-122.253652000000002,110,110,40,40,0.949999988000000,FALSE,565963.103000000119209,4151923.945599999278784
186,39:16.2,504,1104480000000.000000000000000,US Hwy 101,U,S1200,37.476297379999998,-122.167707399999998,110,110,49,49,0.949999988000000,FALSE,573587.621600000187755,4148039.785299999639392
187,39:16.6,505,1104490000000.000000000000000,Bayshore Fwy,M,S1200,37.559861660000003,-122.302314600000003,107,107,42,42,0.949999988000000,FALSE,561619.076200000010431,4157213.369300000369549
188,39:17.0,505,1104490000000.000000000000000,Bayshore Fwy,M,S1200,37.496075949999998,-122.232563900000002,107,107,37,37,0.949999988000000,FALSE,567843.789699999615550,4150185.125600000843406
189,39:17.4,505,1104490000000.000000000000000,Bayshore Fwy,M,S1200,37.462632890000002,-122.144831300000007,108,108,26,26,0.930000007000000,FALSE,575630.515899999998510,4146547.908900000154972
190,39:17.8,506,1104480000000.000000000000000,el Camino Real,M,S1200,37.499119530000002,-122.250515300000004,47,47,69,69,0.959999979000000,FALSE,566249.531799999997020,4150504.105000000447035
191,39:18.1,507,1104260000000.000000000000000,J Arthur Younger Fwy,M,S1200,37.524191999999999,-122.332338300000004,104,104,29,29,0.500000000000000,FALSE,559000.282700000330806,4153246.317800000309944
192,39:18.6,517,1104490000000.000000000000000,Sinclair Fwy,M,S1100,37.339883430000000,-121.851753799999997,83,83,15,15,0.959999979000000,FALSE,601716.641699999570847,4133199.032600000500679
193,39:19.0,517,1104490000000.000000000000000,Sinclair Fwy,M,S1100,37.413481050000001,-121.880291400000004,115,115,35,35,0.910000026000000,FALSE,599084.014399999752641,4141335.142200000584126
194,39:19.4,519,1104490000000.000000000000000,Bayshore Fwy,M,S1200,37.403658139999997,-122.048854199999994,108,108,29,29,0.959999979000000,FALSE,584181.876699999906123,4140081.164699999615550
195,39:19.8,519,1104490000000.000000000000000,Bayshore Fwy,M,S1200,37.380054029999997,-121.956752100000003,109,109,36,36,0.949999988000000,FALSE,592362.461500000208616,4137553.525800000876188
196,39:20.2,520,1104490000000.000000000000000,State Rte 87,S,S1200,37.300621950000000,-121.876173600000001,108,108,23,23,0.889999986000000,FALSE,599605.675400000065565,4128825.687400000169873
197,39:20.6,523,1104490000000.000000000000000,Nimitz Fwy,M,S1100,37.363327499999997,-121.902218300000001,100,100,11,11,0.939999998000000,FALSE,597209.762000000104308,4135739.311799999326468
198,39:20.9,540,1102220000000.000000000000000,I- 80,I,S1100,38.472249009999999,-121.824960700000005,117,117,60,60,0.930000007000000,FALSE,602506.807199999690056,4258873.277100000530481
199,39:21.4,540,1102220000000.000000000000000,I- 80,I,S1100,38.414187259999999,-121.900319199999998,116,116,53,53,0.949999988000000,FALSE,596002.618800000287592,4252357.852499999105930
200,39:21.8,540,1102220000000.000000000000000,I- 80,I,S1100,38.356832330000003,-121.976107999999996,113,113,39,39,0.939999998000000,FALSE,589465.830099999904633,4245908.672199999913573
201,39:22.2,540,1102220000000.000000000000000,I- 80,I,S1100,38.292963989999997,-122.034295099999994,115,115,39,39,0.949999988000000,FALSE,584446.948099999688566,4238776.447499999776483
202,39:22.6,540,1102220000000.000000000000000,I- 80,I,S1100,38.234278779999997,-122.105594199999999,112,112,45,45,0.949999988000000,FALSE,578275.811599999666214,4232191.836899999529123
203,39:23.0,540,1102220000000.000000000000000,I- 80,I,S1100,38.182587230000003,-122.184292099999993,117,117,47,47,0.949999988000000,FALSE,571446.073300000280142,4226398.849300000816584
204,39:23.4,541,110697000000.000000000000000,State Rte 12,S,S1200,38.243382599999997,-122.006107200000002,78,78,38,38,0.949999988000000,FALSE,586971.965499999932945,4233303.288799999281764
205,39:23.8,542,110697000000.000000000000000,State Rte 12,S,S1200,38.243170499999998,-122.002757799999998,79,79,42,42,0.959999979000000,FALSE,587271.361600000411272,4233279.416300000622869
206,39:24.2,546,110697000000.000000000000000,I- 505,I,S1100,38.431837610000002,-121.942339599999997,121,121,52,52,0.910000026000000,FALSE,592314.125699999742210,4254265.509700000286102
207,39:24.6,551,1104470000000.000000000000000,State Rte 116,S,S1200,38.263109790000001,-122.658054100000001,107,107,53,53,0.949999988000000,FALSE,529910.868499999865890,4235065.488199999555945
208,39:25.0,571,1104470000000.000000000000000,State Rte 13,S,S1200,37.849685999999998,-122.230496599999995,68,68,15,15,0.939999998000000,FALSE,567705.185899999924004,4189415.412200000137091
209,39:25.4,572,1104490000000.000000000000000,State Rte 84,S,S1200,37.595673840000003,-121.904262500000002,78,78,82,82,0.500000000000000,FALSE,596736.672500000335276,4161523.947799999266863
210,39:25.8,573,1104490000000.000000000000000,I- 880,I,S1100,37.522165119999997,-121.987248500000007,111,111,16,16,0.939999998000000,FALSE,589496.449599999934435,4153295.263000000268221
211,39:26.2,573,1104490000000.000000000000000,I- 880,I,S1100,37.587036779999998,-122.052748800000003,110,110,53,53,0.959999979000000,FALSE,583642.126600000075996,4160426.568700000643730
212,39:26.6,573,1104490000000.000000000000000,I- 880,I,S1100,37.665128189999997,-122.107023100000006,101,101,24,24,0.959999979000000,FALSE,578758.342799999751151,4169033.835799999535084
213,39:27.0,573,1104490000000.000000000000000,I- 880,I,S1100,37.723486919999999,-122.181321800000006,107,107,41,41,0.949999988000000,FALSE,572155.794999999925494,4175454.695399999618530
214,39:27.4,573,1104490000000.000000000000000,I- 880,I,S1100,37.787562590000000,-122.248659900000007,104,104,67,67,0.949999988000000,FALSE,566160.489199999719858,4182501.798000000417233
215,39:27.8,574,1104490000000.000000000000000,Nimitz Fwy,M,S1100,37.785746770000003,-122.244592999999995,104,104,67,67,0.949999988000000,FALSE,566521.987800000235438,4182328.630599999800324
216,39:28.2,574,1104490000000.000000000000000,Nimitz Fwy,M,S1100,37.720342070000001,-122.178161000000003,109,109,8,8,0.949999988000000,FALSE,572433.270100000314415,4175098.191500000655651
217,39:28.6,574,1104490000000.000000000000000,Nimitz Fwy,M,S1100,37.661340240000001,-122.104669799999996,101,101,12,12,0.959999979000000,FALSE,578966.912299999967217,4168615.935000000521541
218,39:29.0,574,1104490000000.000000000000000,Nimitz Fwy,M,S1100,37.583339619999997,-122.050261699999993,110,110,53,53,0.959999979000000,FALSE,583867.314100000075996,4160008.952299999073148
219,39:29.4,574,1104490000000.000000000000000,Nimitz Fwy,M,S1100,37.520023940000002,-121.983342699999994,110,110,50,50,0.939999998000000,FALSE,589844.269899999722838,4153055.205600000917912
220,39:29.8,578,1104490000000.000000000000000,Mission Blvd,M,S1200,37.622296990000002,-122.038319000000001,51,51,63,63,0.959999979000000,FALSE,584873.861700000241399,4164346.804500000551343
221,39:30.2,578,1104490000000.000000000000000,Mission Blvd,M,S1200,37.567675629999997,-121.963379900000007,56,56,63,63,0.500000000000000,FALSE,591544.371000000275671,4158356.354499999433756
222,39:30.6,604,1104480000000.000000000000000,State Rte 24,S,S1200,37.891221770000001,-122.133549500000001,113,113,49,49,0.959999979000000,FALSE,576189.517199999652803,4194108.639799999073148
223,39:31.0,606,1104490000000.000000000000000,Eastshore Fwy,M,S1100,37.991926339999999,-122.307715000000002,109,109,51,51,0.930000007000000,FALSE,560789.898699999786913,4205140.974600000306964
224,39:31.4,608,1104470000000.000000000000000,US Hwy 101,U,S1200,38.106982019999997,-122.563134099999999,112,112,21,21,0.959999979000000,FALSE,538300.805999999865890,4217790.614399999380112
225,39:31.8,608,1104470000000.000000000000000,US Hwy 101,U,S1200,38.025399710000002,-122.538331400000004,110,110,63,63,0.949999988000000,FALSE,540528.992999999783933,4208746.872700000181794
226,39:32.2,608,1104470000000.000000000000000,US Hwy 101,U,S1200,37.946668320000001,-122.513902599999994,106,106,29,29,0.939999998000000,FALSE,542706.694500000216067,4200015.056800000369549
227,39:32.6,609,110454000000.000000000000000,Shoreline Hwy,M,S1200,38.169655020000000,-122.896846999999994,60,60,123,123,0.500000000000000,FALSE,509039.515800000168383,4224646.968699999153614
228,39:33.0,609,110454000000.000000000000000,Shoreline Hwy,M,S1200,38.239037840000002,-122.906129399999998,61,61,102,102,0.500000000000000,FALSE,508213.721499999985099,4232346.109200000762939
229,39:33.4,614,110764000000.000000000000000,State Hwy 128,S,S1200,38.503161230000003,-122.289337399999994,61,61,115,115,0.500000000000000,FALSE,561967.324099999852479,4261898.965500000864267
230,39:33.8,614,110764000000.000000000000000,State Hwy 128,S,S1200,38.483252250000000,-122.357347000000004,59,59,89,89,0.519999981000000,FALSE,556054.150700000114739,4259633.943600000813603
231,39:34.2,614,110764000000.000000000000000,State Hwy 128,S,S1200,38.460668320000003,-122.419460900000004,62,62,89,89,0.500000000000000,FALSE,550661.340400000102818,4257092.146600000560284
232,39:34.6,615,110764000000.000000000000000,Sage Canyon Rd,M,S1200,38.489658339999998,-122.321455099999994,63,63,105,105,0.500000000000000,FALSE,559179.095999999903142,4260367.532400000840425
233,39:35.0,615,110764000000.000000000000000,Sage Canyon Rd,M,S1200,38.497092770000002,-122.253752100000000,73,73,73,73,0.500000000000000,FALSE,565075.646700000390410,4261232.712200000882149
234,39:35.4,616,110764000000.000000000000000,State Hwy 128,S,S1200,38.455651430000003,-122.152796400000000,78,78,69,69,0.500000000000000,FALSE,573926.585799999535084,4256717.079299999400973
235,39:35.8,619,1103690000000.000000000000000,State Hwy 121,S,S1200,38.363267559999997,-122.201974199999995,51,51,165,165,0.500000000000000,FALSE,569722.957100000232458,4246425.025800000876188
236,39:36.2,619,1103690000000.000000000000000,State Hwy 121,S,S1200,38.442223360000000,-122.201488400000002,59,59,93,93,0.500000000000000,FALSE,569684.349000000394881,4255195.859999999403954
237,39:36.6,640,1104260000000.000000000000000,State Rte 35,S,S1100,37.530253379999998,-122.360652599999995,118,118,30,30,0.920000017000000,FALSE,556493.305399999953806,4153892.541500000283122
238,39:37.0,642,1104480000000.000000000000000,Cabrillo Hwy,M,S1200,37.525120170000001,-122.511080800000002,81,81,40,40,0.949999988000000,FALSE,543197.671799999661744,4153237.195199999958277
239,39:37.4,649,1104480000000.000000000000000,State Rte 84,S,S1200,37.484436690000003,-122.183760199999995,107,107,13,13,0.939999998000000,FALSE,572160.409599999897182,4148934.750199999660254
240,39:37.8,652,1104480000000.000000000000000,I- 280,I,S1100,37.705128610000003,-122.471022599999998,104,104,33,33,0.959999979000000,FALSE,546628.439199999906123,4173225.840800000354648
241,39:38.2,660,1104490000000.000000000000000,US Hwy 101,U,S1200,37.403658139999997,-122.048854199999994,108,108,29,29,0.949999988000000,FALSE,584181.876699999906123,4140081.164699999615550
242,39:38.6,660,1104490000000.000000000000000,US Hwy 101,U,S1200,37.380054029999997,-121.956752100000003,109,109,36,36,0.949999988000000,FALSE,592362.461500000208616,4137553.525800000876188
243,39:39.0,660,1104490000000.000000000000000,US Hwy 101,U,S1200,37.354772060000002,-121.866664400000005,113,113,29,29,0.939999998000000,FALSE,600377.417100000195205,4134848.906300000846386
244,39:39.4,660,1104490000000.000000000000000,US Hwy 101,U,S1200,37.282554130000001,-121.808689000000001,114,114,55,55,0.939999998000000,FALSE,605603.275899999774992,4126874.121099999174476
245,39:39.8,660,1104490000000.000000000000000,US Hwy 101,U,S1200,37.223852270000002,-121.738703200000003,119,119,49,49,0.939999998000000,FALSE,611896.157399999909103,4120453.895800000056624
246,39:40.2,660,1104490000000.000000000000000,US Hwy 101,U,S1200,37.164643970000000,-121.664999399999999,118,118,60,60,0.930000007000000,FALSE,618530.112700000405312,4113975.163399999961257
247,39:40.6,660,1104490000000.000000000000000,US Hwy 101,U,S1200,37.094433410000001,-121.602262100000004,107,107,60,60,0.949999988000000,FALSE,624226.753800000064075,4106268.341499999165535
248,39:40.9,660,1104490000000.000000000000000,US Hwy 101,U,S1200,37.009571399999999,-121.559459000000004,112,112,44,44,0.949999988000000,FALSE,628166.357499999925494,4096919.494899999350309
249,39:41.4,660,1104490000000.000000000000000,US Hwy 101,U,S1200,36.918668300000000,-121.547617900000006,110,110,70,70,0.959999979000000,FALSE,629368.362300000153482,4086839.274599999189377
250,39:41.8,661,1104490000000.000000000000000,US Hwy 101,U,S1200,37.094794080000000,-121.602895799999999,117,117,51,51,0.939999998000000,FALSE,624155.539599999785423,4106314.704399999231100
251,39:42.2,661,1104490000000.000000000000000,US Hwy 101,U,S1200,37.164967529999998,-121.665699599999996,117,117,42,42,0.939999998000000,FALSE,618464.413700000382960,4114021.648700000718236
252,39:42.6,661,1104490000000.000000000000000,US Hwy 101,U,S1200,37.224092519999999,-121.739503700000000,117,117,48,48,0.949999988000000,FALSE,611825.401100000366569,4120480.044700000435114
253,39:43.0,661,1104490000000.000000000000000,US Hwy 101,U,S1200,37.283028680000001,-121.809159899999997,113,113,62,62,0.949999988000000,FALSE,605569.958200000226498,4126941.427699999883771
254,39:43.4,661,1104490000000.000000000000000,US Hwy 101,U,S1200,37.355059120000000,-121.867358100000004,110,110,7,7,0.930000007000000,FALSE,600312.306099999696016,4134868.442600000649691
255,39:43.8,661,1104490000000.000000000000000,US Hwy 101,U,S1200,37.380065309999999,-121.957536599999997,109,109,41,41,0.930000007000000,FALSE,592292.212700000032783,4137552.749399999156594
256,39:44.2,661,1104490000000.000000000000000,US Hwy 101,U,S1200,37.403622130000002,-122.049647800000002,108,108,29,29,0.949999988000000,FALSE,584111.650399999693036,4140080.456700000911951
257,39:44.6,665,1104480000000.000000000000000,Sinclair Fwy,M,S1100,37.339663190000003,-121.851706100000001,109,109,10,10,0.899999976000000,FALSE,601716.888600000180304,4133178.717900000512600
258,39:44.9,665,1104480000000.000000000000000,Sinclair Fwy,M,S1100,37.413205699999999,-121.879856200000006,118,118,34,34,0.829999983000000,FALSE,599122.065399999730289,4141315.276300000026822
259,39:45.3,667,1104490000000.000000000000000,State Rte 87,S,S1200,37.339030729999998,-121.898621100000000,106,106,15,15,0.959999979000000,FALSE,597559.933199999853969,4133061.486700000241399
260,39:45.7,668,1104490000000.000000000000000,Junipero Serra Fwy,M,S1100,37.334462469999998,-122.031306000000001,115,115,23,23,0.879999995000000,FALSE,585811.062199999578297,4132418.052799999713898
261,39:46.2,668,1104490000000.000000000000000,Junipero Serra Fwy,M,S1100,37.358549330000002,-122.118267399999993,115,115,31,31,0.920000017000000,FALSE,578081.211699999868870,4135010.538399999961257
262,39:46.6,668,1104490000000.000000000000000,Junipero Serra Fwy,M,S1100,37.408715719999996,-122.193049099999996,118,118,25,25,0.870000005000000,FALSE,571417.618599999696016,4140517.501000000163913
263,39:47.0,669,1104480000000.000000000000000,State Rte 82,S,S1200,37.391979470000003,-122.095212599999996,47,47,58,58,0.959999979000000,FALSE,580088.688299999572337,4138754.184299999848008
264,39:47.4,669,1104480000000.000000000000000,State Rte 82,S,S1200,37.352270760000003,-122.010317099999995,36,36,80,80,0.949999988000000,FALSE,587650.350599999539554,4134414.608300000429153
265,39:47.8,671,1104490000000.000000000000000,State Rte 82,S,S1200,37.257157929999998,-121.805138700000001,55,55,25,25,0.959999979000000,FALSE,605958.094999999739230,4124061.190199999138713
266,39:48.2,691,1102220000000.000000000000000,State Rte 37,S,S1200,38.122659820000003,-122.314507699999993,93,93,76,76,0.939999998000000,FALSE,560082.606300000101328,4219649.274399999529123
267,39:48.6,692,1104480000000.000000000000000,US Hwy 101,U,S1200,38.257415719999997,-122.647555999999994,108,108,53,53,0.920000017000000,FALSE,530831.643099999986589,4234445.881999999284744
268,39:49.0,692,1104480000000.000000000000000,US Hwy 101,U,S1200,38.319697869999999,-122.713903999999999,114,114,30,30,0.949999988000000,FALSE,525005.766400000080466,4241326.861600000411272
269,39:49.4,692,1104480000000.000000000000000,US Hwy 101,U,S1200,38.413566969999998,-122.715913900000004,93,109,22,19,0.959999979000000,FALSE,524802.933100000023842,4251755.863700000569224
270,39:49.8,692,1104480000000.000000000000000,US Hwy 101,U,S1200,38.494038289999999,-122.753141700000000,113,113,13,13,0.930000007000000,FALSE,521528.650799999944866,4260665.910800000652671
271,39:50.2,692,1104480000000.000000000000000,US Hwy 101,U,S1200,38.559961649999998,-122.821117900000004,113,113,44,44,0.889999986000000,FALSE,515585.097799999639392,4267953.055600000545382
272,39:50.6,692,1104480000000.000000000000000,US Hwy 101,U,S1200,38.629079650000001,-122.877902599999999,111,111,26,26,0.870000005000000,FALSE,510624.082799999974668,4275625.157999999821186
273,39:51.0,692,1104480000000.000000000000000,US Hwy 101,U,S1200,38.706197220000000,-122.907583099999997,115,115,60,60,0.500000000000000,FALSE,508033.513600000180304,4284189.673800000920892
274,39:51.4,692,1104480000000.000000000000000,US Hwy 101,U,S1200,38.761173300000003,-122.982125199999999,115,115,62,62,0.500000000000000,FALSE,501552.570199999958277,4290288.092199999839067
275,39:51.8,692,1104480000000.000000000000000,US Hwy 101,U,S1200,38.838474259999998,-123.020694399999996,106,106,47,47,0.879999995000000,FALSE,498203.105600000359118,4298855.868200000375509
276,39:52.2,693,1104470000000.000000000000000,US Hwy 101,U,S1200,38.257319379999998,-122.647767299999998,107,107,53,53,0.949999988000000,FALSE,530821.040599999949336,4234425.524399999529123
277,39:52.6,693,1104470000000.000000000000000,US Hwy 101,U,S1200,38.319623620000002,-122.714169900000002,111,111,34,34,0.949999988000000,FALSE,524989.760200000368059,4241326.812100000679493
278,39:53.0,693,1104470000000.000000000000000,US Hwy 101,U,S1200,38.413501830000001,-122.716135899999998,110,110,11,11,0.939999998000000,FALSE,524781.681699999608099,4251735.480699999257922
