OBJECTID,DATETIME_,ORIG_FID,LINEARID,FULLNAME,RTTYP,MTFCC,Lat,Lon,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence,roadClosure,x,y
279,39:53.4,693,1104470000000.000000000000000,US Hwy 101,U,S1200,38.493990050000001,-122.753360799999996,111,111,55,55,0.930000007000000,FALSE,521512.683100000023842,4260665.867900000885129
280,39:53.8,693,1104470000000.000000000000000,US Hwy 101,U,S1200,38.559885250000001,-122.821342500000000,106,111,29,27,0.879999995000000,FALSE,515569.144600000232458,4267953.024599999189377
281,39:54.2,693,1104470000000.000000000000000,US Hwy 101,U,S1200,38.629086549999997,-122.878066500000003,115,115,21,21,0.500000000000000,FALSE,510618.770200000144541,4275625.150900000706315
282,39:54.6,693,1104470000000.000000000000000,US Hwy 101,U,S1200,38.705933420000001,-122.908036499999994,115,115,60,60,0.500000000000000,FALSE,507996.412700000219047,4284142.226900000125170
283,39:55.0,693,1104470000000.000000000000000,US Hwy 101,U,S1200,38.761057100000002,-122.982415599999996,115,115,60,60,0.500000000000000,FALSE,501526.059899999760091,4290267.768500000238419
284,39:55.4,693,1104470000000.000000000000000,US Hwy 101,U,S1200,38.838418240000003,-123.020834100000002,110,110,60,60,0.500000000000000,FALSE,498192.511300000362098,4298855.870699999853969
285,39:55.8,694,1104470000000.000000000000000,State Rte 128,S,S1200,38.687085209999999,-122.839579099999995,67,67,78,78,0.500000000000000,FALSE,513949.161299999803305,4282064.400399999693036
286,39:56.2,694,1104470000000.000000000000000,State Rte 128,S,S1200,38.639642520000002,-122.771691399999995,60,60,113,113,0.500000000000000,FALSE,519875.750599999912083,4276821.281199999153614
287,39:56.5,694,1104470000000.000000000000000,State Rte 128,S,S1200,38.639484799999998,-122.690582000000006,90,90,75,75,0.500000000000000,FALSE,526935.271999999880791,4276821.654600000008941
288,39:56.9,700,1104480000000.000000000000000,State Rte 12,S,S1200,38.375536199999999,-122.513253300000002,88,88,77,77,0.939999998000000,FALSE,542521.284400000236928,4247590.256599999964237
289,39:57.3,700,1104480000000.000000000000000,State Rte 12,S,S1200,38.436601590000002,-122.580950700000002,87,87,36,36,0.500000000000000,FALSE,536583.303100000135601,4254354.068800000473857
290,39:57.7,712,1104470000000.000000000000000,Mission Blvd,M,S1200,37.622458330000001,-122.038697499999998,39,39,64,64,0.500000000000000,FALSE,584830.563299999572337,4164366.678400000557303
291,39:58.2,713,110167000000.000000000000000,Niles Blvd,M,S1200,37.594549630000003,-121.899157799999998,71,71,98,98,0.500000000000000,FALSE,597185.486299999989569,4161393.742200000211596
292,39:58.5,718,1104470000000.000000000000000,Sinclair Fwy,M,S1100,37.644969850000003,-121.889411699999997,108,108,51,51,0.939999998000000,FALSE,597975.803000000305474,4167017.708300000056624
293,39:58.9,718,1104470000000.000000000000000,Sinclair Fwy,M,S1100,37.568757730000002,-121.895184000000000,111,111,64,64,0.839999974000000,FALSE,597563.713200000114739,4158560.399000000208616
294,39:59.3,718,1104470000000.000000000000000,Sinclair Fwy,M,S1100,37.504816990000002,-121.933766399999996,106,106,43,43,0.949999988000000,FALSE,594237.661500000394881,4151417.477800000458956
295,39:59.7,719,1104260000000.000000000000000,Sinclair Fwy,M,S1100,37.645066749999998,-121.889220499999993,114,114,47,47,0.879999995000000,FALSE,597991.957100000232458,4167017.899599999189377
296,40:00.2,719,1104260000000.000000000000000,Sinclair Fwy,M,S1100,37.568747629999997,-121.894779099999994,112,112,55,55,0.939999998000000,FALSE,597601.683600000105798,4158540.527300000190735
297,40:00.6,719,1104260000000.000000000000000,Sinclair Fwy,M,S1100,37.504261569999997,-121.932851499999998,113,113,46,46,0.930000007000000,FALSE,594324.746299999766052,4151350.739199999719858
298,40:01.0,733,1105050000000.000000000000000,I- 680,I,S1100,37.971248140000000,-122.060463200000001,112,112,17,17,0.939999998000000,FALSE,582518.698499999940395,4203049.028799999505281
299,40:01.4,733,1105050000000.000000000000000,I- 680,I,S1100,37.889877460000001,-122.058963100000000,114,114,21,21,0.939999998000000,FALSE,582749.306200000457466,4194016.423800000920892
300,40:01.8,733,1105050000000.000000000000000,I- 680,I,S1100,37.823742140000000,-121.994143500000007,116,116,18,18,0.939999998000000,FALSE,588528.075299999676645,4186734.977800000458956
301,40:02.2,733,1105050000000.000000000000000,I- 680,I,S1100,37.739701439999997,-121.952510300000000,117,117,54,54,0.939999998000000,FALSE,592290.688599999994040,4177450.121099999174476
302,40:02.6,735,1104490000000.000000000000000,John T Knox Fwy,M,S1100,37.908471450000000,-122.321038599999994,110,110,43,43,0.930000007000000,FALSE,559688.969899999909103,4195881.764399999752641
303,40:03.0,743,1104690000000.000000000000000,Redwood Hwy,M,S1200,37.902700920000001,-122.515586299999995,47,47,13,13,0.500000000000000,FALSE,542592.642400000244379,4195131.754000000655651
304,40:03.4,743,1104690000000.000000000000000,Redwood Hwy,M,S1200,37.985741740000002,-122.524354099999996,103,103,71,71,0.860000014000000,FALSE,541772.941599999554455,4204337.657199999317527
305,40:03.8,743,1104690000000.000000000000000,Redwood Hwy,M,S1200,38.069703320000002,-122.538733899999997,111,111,59,59,0.949999988000000,FALSE,540461.808199999853969,4213649.650499999523163
306,40:04.2,743,1104690000000.000000000000000,Redwood Hwy,M,S1200,38.154502340000001,-122.567803499999997,109,109,59,59,0.949999988000000,FALSE,537864.305499999783933,4223043.893999999389052
307,40:04.6,752,110764000000.000000000000000,Saint Helena Hwy,M,S1200,38.382334180000001,-122.347295700000004,99,99,20,20,0.879999995000000,FALSE,557006.520800000056624,4248438.238800000399351
308,40:05.0,753,1103690000000.000000000000000,Monticello Rd,M,S1200,38.363267559999997,-122.201974199999995,51,51,165,165,0.500000000000000,FALSE,569722.957100000232458,4246425.025800000876188
309,40:05.4,753,1103690000000.000000000000000,Monticello Rd,M,S1200,38.442223360000000,-122.201488400000002,59,59,93,93,0.500000000000000,FALSE,569684.349000000394881,4255195.859999999403954
310,40:05.8,768,1104480000000.000000000000000,State Rte 1,S,S1200,37.525120170000001,-122.511080800000002,81,81,40,40,0.949999988000000,FALSE,543197.671799999661744,4153237.195199999958277
311,40:06.2,770,1104310000000.000000000000000,Cabrillo Hwy,M,S1200,37.167729010000002,-122.361540500000004,99,99,71,71,0.500000000000000,FALSE,556684.343399999663234,4113670.227600000798702
312,40:06.6,770,1104310000000.000000000000000,Cabrillo Hwy,M,S1200,37.236354159999998,-122.415362599999995,96,96,72,72,0.500000000000000,FALSE,551863.417000000365078,4121250.218699999153614
313,40:07.0,770,1104310000000.000000000000000,Cabrillo Hwy,M,S1200,37.327117899999998,-122.398080100000001,86,86,57,57,0.500000000000000,FALSE,553331.466099999845028,4131328.671599999070168
314,40:07.4,770,1104310000000.000000000000000,Cabrillo Hwy,M,S1200,37.405402840000001,-122.420534700000005,96,96,69,69,0.500000000000000,FALSE,551293.531399999745190,4140017.436100000515580
315,40:07.8,775,1104350000000.000000000000000,State Rte 82,S,S1200,37.491402880000003,-122.241299200000000,44,44,57,57,0.670000017000000,FALSE,567076.354600000195205,4149671.003699999302626
316,40:08.2,783,1104260000000.000000000000000,State Rte 35,S,S1100,37.595717510000000,-122.418764199999998,120,120,30,30,0.930000007000000,FALSE,551314.457200000062585,4161118.341800000518560
317,40:08.6,785,1104470000000.000000000000000,State Rte 1,S,S1200,37.671442190000000,-122.476030399999999,100,100,14,14,0.949999988000000,FALSE,546208.089300000108778,4169498.931399999186397
318,40:09.0,786,1104480000000.000000000000000,Cabrillo Hwy,M,S1200,37.609078750000002,-122.494849799999997,71,71,52,52,0.959999979000000,FALSE,544587.516099999658763,4162569.224899999797344
319,40:09.4,792,1104490000000.000000000000000,I- 280,I,S1100,37.359317279999999,-122.119120199999998,113,113,27,27,0.790000021000000,FALSE,578010.122299999929965,4135097.911299999803305
320,40:09.8,792,1104490000000.000000000000000,I- 280,I,S1100,37.334240000000001,-122.032704499999994,116,116,22,22,0.829999983000000,FALSE,585686.909400000236928,4132396.464099999517202
321,40:10.2,792,1104490000000.000000000000000,I- 280,I,S1100,37.317149489999998,-121.941565199999999,110,110,25,25,0.920000017000000,FALSE,593780.992700000293553,4130573.452400000765920
322,40:10.6,792,1104490000000.000000000000000,I- 280,I,S1100,37.338886909999999,-121.852865300000005,109,109,10,10,0.899999976000000,FALSE,601620.637199999764562,4133089.504699999466538
323,40:11.0,804,110697000000.000000000000000,I- 780,I,S1100,38.089165370000003,-122.222256799999997,104,104,68,68,0.930000007000000,FALSE,568202.673600000329316,4216008.623099999502301
324,40:11.4,809,1104470000000.000000000000000,Redwood Hwy,M,S1200,38.395526619999998,-122.716239000000002,111,111,62,62,0.930000007000000,FALSE,524782.500900000333786,4249737.587099999189377
325,40:11.8,809,1104470000000.000000000000000,Redwood Hwy,M,S1200,38.303984219999997,-122.708627000000007,111,111,61,61,0.949999988000000,FALSE,525475.411500000394881,4239594.588099999353290
326,40:12.2,809,1104470000000.000000000000000,Redwood Hwy,M,S1200,38.248910619999997,-122.631882899999994,105,105,52,52,0.949999988000000,FALSE,532207.810300000011921,4233496.330199999734759
327,40:12.6,811,1104470000000.000000000000000,State Rte 116,S,S1200,38.337764940000000,-122.746692499999995,79,79,90,90,0.620000005000000,FALSE,522135.128600000403821,4243336.667199999094009
328,40:13.0,832,1104490000000.000000000000000,State Rte 238,S,S1200,37.601149849999999,-122.014494999999997,72,72,36,36,0.959999979000000,FALSE,586999.257699999958277,4162012.016599999740720
329,40:13.4,841,1104470000000.000000000000000,State Rte 185,S,S1200,37.715753339999999,-122.143289400000000,46,46,46,46,0.949999988000000,FALSE,575503.852300000376999,4174638.099099999293685
330,40:13.9,865,1104480000000.000000000000000,I- 580,I,S1100,37.932531840000003,-122.394565799999995,73,73,93,93,0.949999988000000,FALSE,553200.812300000339746,4198518.904999999329448
331,40:14.2,866,1104490000000.000000000000000,I- 580,I,S1100,37.909084470000003,-122.321541400000001,110,110,43,43,0.930000007000000,FALSE,559650.918800000101328,4195949.210899999365211
332,40:14.6,869,1104470000000.000000000000000,Redwood Hwy,M,S1200,38.106982019999997,-122.563134099999999,112,112,21,21,0.959999979000000,FALSE,538300.805999999865890,4217790.614399999380112
333,40:15.0,873,110764000000.000000000000000,State Rte 29,S,S1200,38.470143610000001,-122.431255199999995,83,83,65,65,0.500000000000000,FALSE,549616.382000000216067,4258148.964900000020862
334,40:15.5,873,110764000000.000000000000000,State Rte 29,S,S1200,38.530567089999998,-122.503623599999997,73,73,67,67,0.949999988000000,FALSE,543265.510099999606609,4264817.336100000888109
335,40:15.9,873,110764000000.000000000000000,State Rte 29,S,S1200,38.575073920000001,-122.580030800000003,70,70,66,66,0.949999988000000,FALSE,536582.482900000177324,4269707.878799999132752
336,40:16.3,873,110764000000.000000000000000,State Rte 29,S,S1200,38.641611939999997,-122.596524099999996,61,61,115,115,0.500000000000000,FALSE,535114.489799999631941,4277097.256500000134110
337,40:16.7,874,110764000000.000000000000000,Saint Helena Hwy,M,S1200,38.566158710000003,-122.562551999999997,84,84,50,50,0.939999998000000,FALSE,538113.001899999566376,4268739.732200000435114
338,40:17.1,879,110764000000.000000000000000,Saint Helena Hwy,M,S1200,38.382299809999999,-122.347051100000002,103,103,29,29,0.939999998000000,FALSE,557033.175099999643862,4248438.427400000393391
339,40:17.5,901,1104310000000.000000000000000,State Rte 1,S,S1200,37.167729010000002,-122.361540500000004,99,99,71,71,0.500000000000000,FALSE,556684.343399999663234,4113670.227600000798702
340,40:17.9,901,1104310000000.000000000000000,State Rte 1,S,S1200,37.236354159999998,-122.415362599999995,96,96,72,72,0.500000000000000,FALSE,551863.417000000365078,4121250.218699999153614
341,40:18.3,901,1104310000000.000000000000000,State Rte 1,S,S1200,37.327117899999998,-122.398080100000001,86,86,57,57,0.500000000000000,FALSE,553331.466099999845028,4131328.671599999070168
342,40:18.7,901,1104310000000.000000000000000,State Rte 1,S,S1200,37.405402840000001,-122.420534700000005,96,96,69,69,0.500000000000000,FALSE,551293.531399999745190,4140017.436100000515580
343,40:19.1,902,1104470000000.000000000000000,la Honda Rd,M,S1200,37.312620150000001,-122.313985500000001,83,83,85,85,0.500000000000000,FALSE,560794.478199999779463,4129781.428999999538064
344,40:19.5,902,1104470000000.000000000000000,la Honda Rd,M,S1200,37.346275700000000,-122.267527999999999,72,72,96,96,0.500000000000000,FALSE,564875.983199999667704,4133543.291099999099970
345,40:19.9,902,1104470000000.000000000000000,la Honda Rd,M,S1200,37.398273650000000,-122.256008699999995,47,47,105,105,0.500000000000000,FALSE,565852.252199999988079,4139320.516799999400973
346,40:20.3,908,1104320000000.000000000000000,State Rte 82,S,S1200,37.499119530000002,-122.250515300000004,47,47,69,69,0.959999979000000,FALSE,566249.531799999997020,4150504.105000000447035
347,40:20.7,910,1104480000000.000000000000000,State Rte 84,S,S1200,37.484221529999999,-122.183636000000007,110,110,10,10,0.930000007000000,FALSE,572176.774299999698997,4148914.575899999588728
348,40:21.1,914,1104470000000.000000000000000,el Camino Real,M,S1200,37.659870280000000,-122.441645699999995,29,54,76,41,0.610000014000000,FALSE,549251.538399999961257,4168229.837899999693036
349,40:21.5,915,1104470000000.000000000000000,Cabrillo Hwy,M,S1200,37.671442190000000,-122.476030399999999,100,100,14,14,0.949999988000000,FALSE,546208.089300000108778,4169498.931399999186397
350,40:21.9,920,1104480000000.000000000000000,Pacheco Pass Hwy,M,S1200,37.031299910000001,-121.325045799999998,108,108,50,50,0.949999988000000,FALSE,648977.413900000043213,4099658.035599999129772
351,40:22.3,920,1104480000000.000000000000000,Pacheco Pass Hwy,M,S1200,37.058562619999996,-121.239706400000003,113,113,63,63,0.939999998000000,FALSE,656511.526700000278652,4102808.545299999415874
352,40:22.7,922,1104980000000.000000000000000,State Rte 17,S,S1200,37.238660449999998,-121.968796200000000,105,105,56,56,0.779999971000000,FALSE,591463.689299999736249,4121852.253200000151992
353,40:23.2,922,1104980000000.000000000000000,State Rte 17,S,S1200,37.161706580000001,-121.990138400000006,79,79,75,75,0.959999979000000,FALSE,589665.320899999700487,4113286.449899999424815
354,40:23.5,923,1104980000000.000000000000000,Santa Cruz Hwy,M,S1200,37.143617620000001,-121.984951699999996,88,88,83,83,0.939999998000000,FALSE,590147.343200000002980,4111293.835899999365211
355,40:24.0,927,1104490000000.000000000000000,State Rte 85,S,S1200,37.316333669999999,-122.047262700000005,114,114,37,37,0.920000017000000,FALSE,584425.593299999833107,4130385.862500000745058
356,40:24.3,927,1104490000000.000000000000000,State Rte 85,S,S1200,37.261198520000001,-121.972333899999995,113,113,50,50,0.730000019000000,FALSE,591127.893600000068545,4124354.319000000134110
357,40:24.7,927,1104490000000.000000000000000,State Rte 85,S,S1200,37.254405230000003,-121.879179300000004,112,112,16,16,0.930000007000000,FALSE,599401.357599999755621,4123696.518400000408292
358,40:25.1,927,1104490000000.000000000000000,State Rte 85,S,S1200,37.239327420000002,-121.787238799999997,113,113,52,52,0.939999998000000,FALSE,607580.079300000332296,4122110.991100000217557
359,40:25.5,928,1104490000000.000000000000000,Bayshore Fwy,M,S1200,37.341589159999998,-121.854056700000001,111,111,23,23,0.939999998000000,FALSE,601508.804800000041723,4133392.913100000470877
360,40:25.9,928,1104490000000.000000000000000,Bayshore Fwy,M,S1200,37.265747259999998,-121.801693799999995,114,114,46,46,0.949999988000000,FALSE,606249.111600000411272,4125019.808399999514222
361,40:26.3,930,1104490000000.000000000000000,I- 680,I,S1100,37.382461839999998,-121.861031900000000,113,113,32,32,0.930000007000000,FALSE,600832.393299999646842,4137915.592199999839067
362,40:26.7,934,1104490000000.000000000000000,State Rte 9,S,S1200,37.258942730000001,-122.104880199999997,61,61,130,130,0.500000000000000,FALSE,579380.237300000153482,4123991.162200000137091
363,40:27.1,952,110697000000.000000000000000,State Rte 12,S,S1200,38.226592220000001,-121.894609700000004,95,95,46,46,0.889999986000000,FALSE,596752.598299999721348,4231544.737999999895692
364,40:27.5,952,110697000000.000000000000000,State Rte 12,S,S1200,38.183651789999999,-121.815719799999997,90,90,76,76,0.910000026000000,FALSE,603726.680200000293553,4226862.345000000670552
365,40:27.9,952,110697000000.000000000000000,State Rte 12,S,S1200,38.180227330000001,-121.721423299999998,83,83,86,86,0.939999998000000,FALSE,611985.553799999877810,4226592.764200000092387
366,40:28.3,958,1104470000000.000000000000000,River Rd,M,S1200,38.467778979999999,-123.035392000000002,76,76,81,81,0.500000000000000,FALSE,496910.623700000345707,4257732.215900000184774
367,40:28.7,967,1104470000000.000000000000000,State Rte 12,S,S1200,38.246373980000001,-122.425005999999996,82,82,65,65,0.949999988000000,FALSE,550314.101999999955297,4233324.456299999728799
368,40:29.1,973,1104470000000.000000000000000,State Rte 13,S,S1200,37.808260330000003,-122.194614599999994,104,104,44,44,0.939999998000000,FALSE,570896.828099999576807,4184850.615900000557303
369,40:29.5,975,1104490000000.000000000000000,I- 880,I,S1100,37.522281550000002,-121.987014900000005,111,111,18,18,0.949999988000000,FALSE,589512.630199999548495,4153295.437200000509620
370,40:29.9,975,1104490000000.000000000000000,I- 880,I,S1100,37.587127709999997,-122.052526499999999,111,111,57,57,0.939999998000000,FALSE,583652.699300000444055,4160446.992599999532104
371,40:30.3,975,1104490000000.000000000000000,I- 880,I,S1100,37.665234130000002,-122.106772000000007,108,108,23,23,0.959999979000000,FALSE,578785.065100000239909,4169054.407600000500679
372,40:30.7,975,1104490000000.000000000000000,I- 880,I,S1100,37.723566920000003,-122.181081899999995,106,106,38,38,0.949999988000000,FALSE,572166.375199999660254,4175475.105000000447035
373,40:31.1,975,1104490000000.000000000000000,I- 880,I,S1100,37.787661450000002,-122.248384500000000,105,105,50,50,0.949999988000000,FALSE,566176.394299999810755,4182529.015100000426173
374,40:31.5,975,1104490000000.000000000000000,I- 880,I,S1100,37.833875929999998,-122.294508399999998,102,102,57,57,0.959999979000000,FALSE,562080.141099999658763,4187623.719699999317527
375,40:31.9,987,1105050000000.000000000000000,I- 580,I,S1100,37.796536230000001,-122.210340099999996,112,112,48,48,0.949999988000000,FALSE,569521.693900000303984,4183531.807800000533462
376,40:32.3,987,1105050000000.000000000000000,I- 580,I,S1100,37.743434870000002,-122.146477300000001,110,110,45,45,0.959999979000000,FALSE,575196.152999999932945,4177703.196200000122190
377,40:32.7,987,1105050000000.000000000000000,I- 580,I,S1100,37.690909670000003,-122.077621800000003,112,112,26,26,0.939999998000000,FALSE,581324.843299999833107,4171923.440300000831485
378,40:33.1,987,1105050000000.000000000000000,I- 580,I,S1100,37.699831410000002,-121.986495700000006,115,115,60,60,0.939999998000000,FALSE,589343.023500000126660,4173001.847999999299645
379,40:33.5,987,1105050000000.000000000000000,I- 580,I,S1100,37.701770000000003,-121.891999200000001,107,107,33,33,0.939999998000000,FALSE,597669.740100000053644,4173319.632300000637770
380,40:33.9,987,1105050000000.000000000000000,I- 580,I,S1100,37.700898860000002,-121.796870100000007,115,115,26,26,0.939999998000000,FALSE,606059.520600000396371,4173314.755300000309944
381,40:34.3,987,1105050000000.000000000000000,I- 580,I,S1100,37.717100660000000,-121.704956300000006,117,117,17,17,0.959999979000000,FALSE,614143.478500000201166,4175217.482499999925494
382,40:34.7,987,1105050000000.000000000000000,I- 580,I,S1100,37.736697229999997,-121.615767500000004,101,101,71,71,0.949999988000000,FALSE,621965.578200000338256,4177503.714199999347329
383,40:35.1,1003,1104490000000.000000000000000,State Rte 4,S,S1200,37.998255000000000,-121.806114300000004,9,21,44,19,0.949999988000000,FALSE,604825.118900000117719,4206298.379300000146031
384,40:35.5,1003,1104490000000.000000000000000,State Rte 4,S,S1200,38.019427950000001,-121.898538900000005,114,114,63,63,0.959999979000000,FALSE,596683.600899999961257,4208548.294099999591708
385,40:35.9,1003,1104490000000.000000000000000,State Rte 4,S,S1200,38.016759120000003,-121.991477200000006,114,114,34,34,0.959999979000000,FALSE,588532.526700000278652,4208171.366299999877810
386,40:36.3,1003,1104490000000.000000000000000,State Rte 4,S,S1200,37.991496169999998,-122.082459799999995,110,110,48,48,0.949999988000000,FALSE,580572.010900000110269,4205271.424599999561906
387,40:36.7,1003,1104490000000.000000000000000,State Rte 4,S,S1200,38.008012770000001,-122.167814800000002,115,115,55,55,0.939999998000000,FALSE,573057.605000000447035,4207042.968900000676513
388,40:37.1,1003,1104490000000.000000000000000,State Rte 4,S,S1200,38.013652309999998,-122.257840099999996,109,109,20,20,0.949999988000000,FALSE,565149.259899999946356,4207592.363700000569224
389,40:37.4,1004,1104490000000.000000000000000,State Rte 4,S,S1200,38.015655709999997,-122.180937200000002,111,111,53,53,0.879999995000000,FALSE,571898.183799999766052,4207872.493599999696016
390,40:37.8,1004,1104490000000.000000000000000,State Rte 4,S,S1200,37.990772560000003,-122.097986599999999,113,113,50,50,0.899999976000000,FALSE,579211.352599999867380,4205190.395300000905991
391,40:38.2,1004,1104490000000.000000000000000,State Rte 4,S,S1200,38.012023900000003,-122.006188300000005,110,110,39,39,0.949999988000000,FALSE,587247.038800000213087,4207622.460699999704957
392,40:38.6,1004,1104490000000.000000000000000,State Rte 4,S,S1200,38.019929269999999,-121.914032800000001,115,115,61,61,0.939999998000000,FALSE,595321.993800000287592,4208600.015000000596046
393,40:39.0,1004,1104490000000.000000000000000,State Rte 4,S,S1200,37.999352770000002,-121.821487700000006,22,28,19,15,0.959999979000000,FALSE,603478.519299999810755,4206396.361099999397993
394,40:39.4,1004,1104490000000.000000000000000,State Rte 4,S,S1200,37.968499420000001,-121.739026600000003,106,106,40,40,0.939999998000000,FALSE,610759.594899999909103,4203071.157299999147654
395,40:39.8,1006,1104470000000.000000000000000,State Rte 24,S,S1200,37.890052750000002,-122.174039300000004,112,112,37,37,0.949999988000000,FALSE,572627.181300000287592,4193940.871700000017881
396,40:40.2,1007,1104490000000.000000000000000,State Rte 4,S,S1200,37.900835260000001,-121.718836600000003,94,94,41,41,0.949999988000000,FALSE,612637.366600000299513,4195591.651300000026822
397,40:40.6,1015,110764000000.000000000000000,State Hwy 128,S,S1200,38.520970490000003,-122.493359999999996,74,74,46,46,0.899999976000000,FALSE,544170.434399999678135,4263758.933299999684095
398,40:41.0,1015,110764000000.000000000000000,State Hwy 128,S,S1200,38.569854700000000,-122.567012899999995,86,86,45,45,0.949999988000000,FALSE,537717.639899999834597,4269137.456800000742078
399,40:41.4,1038,1104490000000.000000000000000,I- 280,I,S1100,37.629814519999996,-122.434338900000000,115,115,26,26,0.939999998000000,FALSE,549912.258500000461936,4164902.024000000208616
400,40:41.8,1038,1104490000000.000000000000000,I- 280,I,S1100,37.559448209999999,-122.382522899999998,114,114,59,59,0.949999988000000,FALSE,554535.984500000253320,4157123.180299999192357
401,40:42.2,1038,1104490000000.000000000000000,I- 280,I,S1100,37.497873020000000,-122.315268000000003,116,116,60,60,0.930000007000000,FALSE,560531.684299999848008,4150331.869000000879169
402,40:42.6,1038,1104490000000.000000000000000,I- 280,I,S1100,37.442594409999998,-122.252790500000003,120,120,34,34,0.930000007000000,FALSE,566094.160400000400841,4144245.590600000694394
403,40:43.0,1045,1104490000000.000000000000000,State Rte 92,S,S1200,37.524227369999998,-122.332455800000005,103,103,33,33,0.939999998000000,FALSE,558989.496199999935925,4153246.241200000047684
404,40:43.4,1046,1104260000000.000000000000000,J Arthur Younger Fwy,M,S1200,37.524227369999998,-122.332455800000005,103,103,33,33,0.939999998000000,FALSE,558989.496199999935925,4153246.241200000047684
405,40:43.8,1053,1104260000000.000000000000000,el Camino Real,M,S1200,37.470548200000003,-122.213642600000000,44,44,52,52,0.959999979000000,FALSE,569534.639800000004470,4147361.607999999076128
406,40:44.2,1056,1104480000000.000000000000000,State Rte 1,S,S1200,37.609078750000002,-122.494849799999997,71,71,52,52,0.959999979000000,FALSE,544587.516099999658763,4162569.224899999797344
407,40:44.6,1062,1104480000000.000000000000000,State Rte 17,S,S1200,37.239386619999998,-121.968033199999994,97,97,58,58,0.920000017000000,FALSE,591533.110199999995530,4121941.048299999907613
408,40:45.0,1062,1104480000000.000000000000000,State Rte 17,S,S1200,37.162152589999998,-121.990808000000001,80,80,80,80,0.959999979000000,FALSE,589604.987099999561906,4113353.528400000184774
409,40:45.4,1065,1104480000000.000000000000000,US Hwy 101,U,S1200,36.918731639999997,-121.547701399999994,112,112,52,52,0.939999998000000,FALSE,629357.488400000147521,4086839.108999999240041
410,40:45.9,1066,1104790000000.000000000000000,State Rte 152,S,S1200,37.009205479999999,-121.665981000000002,83,83,87,87,0.939999998000000,FALSE,618690.937300000339746,4096733.948899999260902
411,40:46.3,1068,1104490000000.000000000000000,State Rte 85,S,S1200,37.255700589999996,-121.865298600000003,110,110,20,20,0.910000026000000,FALSE,600623.106999999843538,4123839.754799999296665
412,40:46.7,1068,1104490000000.000000000000000,State Rte 85,S,S1200,37.256927619999999,-121.959007299999996,114,114,20,20,0.910000026000000,FALSE,592312.907899999991059,4123899.988199999555945
413,40:47.0,1068,1104490000000.000000000000000,State Rte 85,S,S1200,37.306175900000000,-122.038122999999999,112,112,50,50,0.920000017000000,FALSE,585242.731100000441074,4129283.509500000625849
414,40:47.4,1068,1104490000000.000000000000000,State Rte 85,S,S1200,37.391918660000002,-122.068339800000004,111,111,46,46,0.779999971000000,FALSE,582471.541500000283122,4138757.060200000181794
415,40:47.8,1069,1104990000000.000000000000000,State Rte 237,S,S1200,37.412452399999999,-121.985106200000004,106,106,33,33,0.920000017000000,FALSE,589811.106999999843538,4141115.052999999374151
416,40:48.2,1069,1104990000000.000000000000000,State Rte 237,S,S1200,37.433262489999997,-121.894647500000005,38,38,70,70,0.959999979000000,FALSE,597794.363099999725819,4143514.242799999192357
417,40:48.6,1069,1104990000000.000000000000000,State Rte 237,S,S1200,37.419088840000001,-121.965219300000001,105,105,21,21,0.939999998000000,FALSE,591563.870099999941885,4141872.294600000604987
418,40:49.0,1069,1104990000000.000000000000000,State Rte 237,S,S1200,37.389608510000002,-122.054625700000003,93,97,39,37,0.620000005000000,FALSE,583684.225300000049174,4138525.325200000777841